round	clue_value	daily_double_value	category	comments	question	answer	air_date	notes
1	200	0	LENDING YOU A POKER HAND		The Bicycle cards website points out 5 of a kind is only possible with these as part of the game, something "most poker purists" shun	a joker (wild cards)	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	LENDING YOU A POKER HAND		Paul Newman uses more than luck & skill to get the 4 jacks that beat Robert Shaw in this 1973 movie about a big con	The Sting	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	LENDING YOU A POKER HAND		Edward G. Robinson wins a poker duel with this hand in "The Cincinnati Kid"; poker & movie fans debate the realism of the game	a straight flush	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	0	LENDING YOU A POKER HAND		The "dead man's hand" of 2 pair, black aces & 8s, was reportedly held by him when he was shot dead in 1876	Hickok	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	LENDING YOU A POKER HAND		This late legendary player won the World Series of Poker two years in a row by having his 10-2 become a full house	(Doyle) Brunson	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	RHYMING PHRASES		In song, it was used to describe an arachnid making its way up a drainage pipe	itsy-bitsy	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	RHYMING PHRASES		It's a planned function where someone famous is introduced to & socializes with audience members	meet & greet	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	RHYMING PHRASES		Definitions of this include a country at war, a new night club, a good place for Wi-Fi	a hot spot	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	0	RHYMING PHRASES		This bit of advice could be translated as "pretend to be successful until you become so\"	fake it till you make it	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	RHYMING PHRASES		A police helicopter providing surveillance is idiomatically one of these & doesn't need to blink either	an eye in the sky	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	OH, THE PLACES YOU "CAN" GO!		It's a 100-mile-long peninsula on the east coast of Florida, or a cape that's a small part of it	Canaveral	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	OH, THE PLACES YOU "CAN" GO!		A causeway links the Zona Hotelera to the Mexican city of this name	Cancun	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	OH, THE PLACES YOU "CAN" GO!		Named for a German travel guide, the "Baedeker raids" were bombing attacks on historic British sites like this cathedral city	Canterbury	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	1000	OH, THE PLACES YOU "CAN" GO!		\"The accent is on the 'Can"', said the woman announcing the name of this newly chosen, yet-to-be-built capital in 1913	Canberra	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	OH, THE PLACES YOU "CAN" GO!		This national monument in Arizona preserves hundreds of pre-Columbian cliff dwellings	Canyon de Chelly	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	DUCK SOUP		In 2015 Kim Kardashian told NPR she was "too cool" for this puckering selfie expression	duck face	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	DUCK SOUP		Thanks to a duck saying its name, this company said its brand recognition jumped from 11% to 94% in 14 years	Aflac	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	DUCK SOUP		Not the Muscovy duck, but this other "M" duck is thought to be the ancestor of most domestic duck breeds	a mallard	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	0	DUCK SOUP		This presidential daughter had pet ducks that often waddled their way into the fountain on the White House South Lawn	Caroline Kennedy	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	DUCK SOUP		In 2018, a hot duck of this species with the name of a form of Chinese appeared in New York City; folks fell in love with it	Mandarin	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	IT HAPPENED IN CONGRESS		In 1870 Congress censured Tennessee's Roderick Butler for selling an appointment to this academy	West Point	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	IT HAPPENED IN CONGRESS		In 1789 Congress hotly debated "a day of public" this for the new Constitution; a November day was eventually chosen	Thanksgiving	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	IT HAPPENED IN CONGRESS		A 1958 congressional act established this agency, making a giant leap possible 11 years later	NASA	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	0	IT HAPPENED IN CONGRESS		Congress first did this March 3, 1845 in the waning hours of John Tyler's presidency, by votes of 41-1 & 127-30	to override a veto	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	IT HAPPENED IN CONGRESS		After the close Nixon-Humphrey race, the House passed a resolution to abolish this system, 338-70, but the Senate didn't	the electoral college	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	50 GREATEST RAPPERS OF ALL TIME	(Ken: Chosen not by me but by Billboard and Vibe.)	She invited us to "Come Into My House" & also deal with the "Wrath Of My Madness"; we bow down before this Queen	Queen Latifah	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	400	0	50 GREATEST RAPPERS OF ALL TIME	(Ken: Chosen not by me but by Billboard and Vibe.)	In 1986 it was "6 'N The Mornin"' for him in the studio but in 2000 it was "SVU" for him on TV	Ice-T	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	600	0	50 GREATEST RAPPERS OF ALL TIME	(Ken: Chosen not by me but by Billboard and Vibe.)	Billboard said he is "often cited as hip-hop's GOAT behind the boards... a lead rapper on... 1988's 'Straight Outta Compton"\'	Dr. Dre	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	800	0	50 GREATEST RAPPERS OF ALL TIME	(Ken: Chosen not by me but by Billboard and Vibe.)	Some numbers: 3 years after taking 9 bullets, he had a Billboard 200 No. 1 debut with "Get Rich Or Die Tryin"' in 2003	50 Cent	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	1000	0	50 GREATEST RAPPERS OF ALL TIME	(Ken: Chosen not by me but by Billboard and Vibe.)	\"Backed by rap's archetypal hype man in Flavor Flav", this Public Enemy leader was a "Rebel Without A Pause" in 1987	Chuck D	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	WISTFUL THINKING		John Greenleaf Whittier noted, "For of all sad words of tongue or pen, the saddest are these" 4 words	it might have been	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	0	WISTFUL THINKING		In "Childe Harold's Pilgrimage", this nobleman sadly wrote of Cadiz, "Here all were noble, save nobility\"	Byron	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	WISTFUL THINKING		In "Dandelion Wine" he was not a "Ray" of sunshine, saying, "some people turn sad awfully young... no special reason\"	Bradbury	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	0	WISTFUL THINKING		This Angeleno poet & barfly wrote, "I felt like crying, but nothing came out\"	Bukowski	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	WISTFUL THINKING		One benefit of reading this Stephen Chbosky book: "Things change. And friends leave. And life doesn't stop for anybody\"	The Perks of Being a Wallflower	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	SIBLINGS OF NOTE		Last name of Joseph, publisher of the New York World, & of brother Albert, who ran the less well-known New York Morning Journal	Pulitzer	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	0	SIBLINGS OF NOTE		A dynamic trio in this game, the Polgar sisters are Susan, Sofia & Judit, who beat Boris Spassky	chess	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	SIBLINGS OF NOTE		In the 1930s John of this last name was a senator, his brother William was House speaker & William's daughter Tallulah was a stage star	Bankhead	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	11000	SIBLINGS OF NOTE		Marcel's kid sister Suzanne Duchamp caught the bug for this movement with artworks like "Accordion Masterpiece\"	Dada	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	SIBLINGS OF NOTE		A new method of prostate surgery was pioneered by & punningly nicknamed for Robert, brother of this 20th century French novelist	Proust	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	THERE'S A VACCINE FOR THAT		Biothrax protects against this disease that's transmitted to humans from farm animals	anthrax	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	7000	THERE'S A VACCINE FOR THAT		The CDC wants you to know that the 4 vaccine shots for this are fairly painless & now given in the arm, not the stomach	rabies	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	THERE'S A VACCINE FOR THAT		Breathe easy! We'll only make you identify the "R" in RSV, this syncytial virus, & let you know there's a vaccine available	respiratory	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	0	THERE'S A VACCINE FOR THAT		There are vaccines to protect against this inflammation of the lining of the brain & spinal cord	meningitis	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	THERE'S A VACCINE FOR THAT		A vaccine by any other name: both DTaP & Tdap offer sweet protection against tetanus, pertussis & this	diphtheria	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	VWLLSS CMPNS	(Ken: Vowel-less companies.)	A shoe brand: RBK	Reebok	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	0	VWLLSS CMPNS	(Ken: Vowel-less companies.)	\"The original craft coffee": PTS	Peet's	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	VWLLSS CMPNS	(Ken: Vowel-less companies.)	Outdoorsy co-op from the Seattle area: R	REI	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	0	VWLLSS CMPNS	(Ken: Vowel-less companies.)	Casual clothes from Japan: NQL	Uniqlo	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	VWLLSS CMPNS	(Ken: Vowel-less companies.)	High-end camera company: LC	Leica	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	DOCUMENTARIES		The documentary series "Five Came Back" chronicles the stories of directors like William Wyler & John Huston during this war	World War II	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	0	DOCUMENTARIES		The doc subtitled "The Greatest Party That Never Happened" follows this failed festival that left folks stranded in the Bahamas in 2017	Fyre Fest	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	DOCUMENTARIES		\"The Quiet Epidemic" makes the case for the existence of the chronic kind of this disease named for a New England town	Lyme disease	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	0	DOCUMENTARIES		The 1956 underwater documentary "The Silent World" was co-directed by Louis Malle & this French oceanographer	Cousteau	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	DOCUMENTARIES		In "The Fog of War" Errol Morris interviewed this man who was Secretary of Defense from 1961 to 1968	McNamara	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	400	0	\"RH" FACTOR	(Ken: Those two letters will appear as a pair in every correct response.)	Unlike the large bird, as the first name of "Better Call Saul" actress Seehorn, it rhymes with Shea	Rhea	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	800	0	\"RH" FACTOR	(Ken: Those two letters will appear as a pair in every correct response.)	This part of a missile or torpedo contains the explosive or chemical agent	the warhead	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1200	0	\"RH" FACTOR	(Ken: Those two letters will appear as a pair in every correct response.)	Where were you in '62? Maybe working as one of these on roller skates at a drive-in restaurant	a carhop	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	1600	0	\"RH" FACTOR	(Ken: Those two letters will appear as a pair in every correct response.)	This type of doctor specializes in arthritis & autoimmune diseases	a rheumatologist	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
2	2000	0	\"RH" FACTOR	(Ken: Those two letters will appear as a pair in every correct response.)	These muscles of the upper back, major & minor, help stabilize the shoulder girdle & scapula	your rhomboids	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
3	0	0	SOUTHERN POLITICIANS		An article written after his 1935 death asked, "Will some crown prince arise to take his place?\"	Huey Long	2024-02-13	2024 Champions Wildcard Group 2 quarterfinal game 7.
1	200	0	ALSO A MAGAZINE TITLE		Lizzo sang, "It's About Damn" this	Time	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	ALSO A MAGAZINE TITLE		Lawyers use it as a courtesy title	esquire	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	ALSO A MAGAZINE TITLE		From the French, it basically means "enjoy your food!\"	bon appétit	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	ALSO A MAGAZINE TITLE		It's now also a verb meaning to strike poses like a model	vogue	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	0	ALSO A MAGAZINE TITLE		Irish playwright J.M. Synge wrote of this "of the Western World\"	Playboy	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	LOW TECH		A seesaw is an example of this simple machine, which is just a long beam on a fulcrum	a lever	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	LOW TECH		One book in the "Fold & Fly" series teaches how to make these; a 2007 M.I.A. song is named for them	paper planes	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	LOW TECH		During World War I Edith Wilson had a flock of these on the White House lawns—to cut the grass	sheep	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	LOW TECH		The original cover for The Rolling Stones album "Sticky Fingers" came with a functioning one of these fasteners	a zipper	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	1000	LOW TECH		A French word for "hook" gives us the name of this craft that uses a hooked needle	crochet	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	THE COMPOSER CONDUCTS		In 1915 Richard Strauss brought in wind & thunder machines to conduct his work depicting a climb in these mountains	the Alps	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	THE COMPOSER CONDUCTS		Hear tunes from "E.T.". "Jaws" & "Always" on the album he "Conducts His Classic Scores for the Films of Steven Spielberg\"	John Williams	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	THE COMPOSER CONDUCTS		Prokofiev conducted the U.S. premiere of his own "classical" symphony (less redundant than it sounds) at this NYC hall in 1918	Carnegie	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	THE COMPOSER CONDUCTS		The first time audiences were taken on this "ride" was when Wagner conducted extracts from his "Ring" cycle in 1862	\"Ride Of The Valkyries\"	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	0	THE COMPOSER CONDUCTS		You can hear him lead the Columbia symphony in his "Rite of Spring" or the Columbia jazz combo in his "Tango\"	Stravinsky	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	5 FOR THE ROAD		The road to hell is proverbially paved with these, but that doesn't mean you shouldn't try to be nice	good intentions	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	5 FOR THE ROAD		Now an idiom for any sort of adventurous path, this colorful route in a 1900 novel was "very uneven" at times	the Yellow Brick Road	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	5 FOR THE ROAD		Ray Charles started off a song with these 4 words; now it means scram!	Hit the road, Jack	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	5 FOR THE ROAD		A child's game fronts this phrase used in politics for postponing a needed action	to kick the can down the road	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	0	5 FOR THE ROAD		You may have an enlightening moment on the "road to" this city, like Saul did in the Bible	Damascus	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	I RAN		Stop, thief! Though we think of him just trotting around the bases after his home runs, Mike Trout led the A.L. in these in 2012 with 49	steals	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	I RAN		In 1995 Emmitt Smith ran for 25 touchdowns for this team but was far from its Lone Star	the Cowboys	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	I RAN		In 2011 this Jamaican sprinter was too fast for some school zones, hitting a top speed of 27.33 mph in a race	Usain Bolt	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	I RAN		Badwater & the Lake Saroma 100K are two of these races whose name indicates you've got to run farther than 26.2 miles	an ultramarathon	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	0	I RAN		This Manchester City goal scoring master from Norway has been clocked at 22.5 miles per hour running down the field	Haaland	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	SO FAR AWAY		Here's the Alexander Mosaic with Darius III vs. the Great, nicely preserved as it was found in 1831 in this doomed Italian city	Pompeii	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	400	0	SO FAR AWAY		Hardanger, Bokna & And (yes, And!) are these long narrow sea arms in Norway	fjords	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	600	0	SO FAR AWAY		This Winter Olympics city is on the coast of the Black Sea near the Caucasus Mountains	Sochi	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	800	0	SO FAR AWAY		We heart this heart-shaped island state 150 miles south of Victoria where you can have a devil of a time	Tasmania	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	1000	0	SO FAR AWAY		This wedge-shaped country seems small next to its 2 giant S. Amer. neighbors, but it has 5x more land than Holland & 5x fewer people	Uruguay	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	SNAKES IN A BOOK		To tempt Eve in this 17th century epic poem, Satan takes the form of a serpent (he sneaks into its mouth as it sleeps)	Paradise Lost	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	SNAKES IN A BOOK		On his third voyage, this hero of "The Arabian Nights" lands on an island home to a man-eating snake as big as a palm tree	Sinbad	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1200	0	SNAKES IN A BOOK		In the 4,000-year-old epic of him, this hero finds a plant that grants immortality, but a snake snatches it away & eats it	Gilgamesh	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	0	SNAKES IN A BOOK		In Kipling's "The Jungle Book", this old python is a friend & savior to Mowgli	Kaa	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	SNAKES IN A BOOK		The Green Witch turns into a snake to attack Prince Rilian in this Narnia book whose title refers to what Rilian sits in	The Silver Chair	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	\"AMERICAN" ORGANIZATIONS		This organization founded in 1881 was inspired by one based in Switzerland	the American Red Cross	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	\"AMERICAN" ORGANIZATIONS		The third Thursday in November is the Great American Smokeout, hosted by this organization for more than 40 years	the American Cancer Society	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1200	0	\"AMERICAN" ORGANIZATIONS		This organization, the AOS for short, is literally for the birds	the American Ornithological Society	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	2000	\"AMERICAN" ORGANIZATIONS		Chartered by Congress in 1919, it's the largest veterans' organization in the U.S., with nearly 2 million members	the American Legion	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	\"AMERICAN" ORGANIZATIONS		In 1972 Ruth Bader Ginsburg was a founder of this organization's Women's Rights Project; full name, please	the American Civil Liberties Union	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	TOUGH 10-LETTER WORDS		To shorten so that a part stands for the whole	abbreviate	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	TOUGH 10-LETTER WORDS		Geometric name for an open square found on many a campus	quadrangle	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	0	TOUGH 10-LETTER WORDS		This 10-letter word for a means for producing copies comes from the Greek for "dry" & "written\"	xerography	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	TOUGH 10-LETTER WORDS		\"O", it means excessively compliant or servile	obsequious	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	THE AIR THAT I BREATHE		In the 1970s Nik-O-Lok, pioneer of pay toilets, began making folks pay for air at these facilities	a gas station	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	THE AIR THAT I BREATHE		Meteorologist Cindy Day says that like an honest talk, thunderstorms do this when dry westerly winds are behind them	they clear the air	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1200	0	THE AIR THAT I BREATHE		The main gas from an erupting volcano is this 2-word one that also forms clouds, but there's also less benign sulfur dioxide	water vapor	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	0	THE AIR THAT I BREATHE		140 bucks worth of propane will keep you aloft in this specific type of craft for about 2 hours	a hot air balloon	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	THE AIR THAT I BREATHE		The first noble gas discovered on Earth, it makes up almost 1% of standard dry air	argon	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	1970s MOVIES		\"Dammit Janet" & "Over At The Frankenstein Place" are songs from this 1975 movie; can you sense my antici...pation?	The Rocky Horror Picture Show	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	1970s MOVIES		2 things about this 1971 guy—he's "the cat that won't cop out when there's danger all about" & "no one understands him but his woman\"	Shaft	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1200	0	1970s MOVIES		Reaching for a gun to take on Mongo, Sheriff Bart gets warned in this film: "No, no... if you shoot him, you'll just make him mad\"	Blazing Saddles	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	5000	1970s MOVIES		This 1976 drama ends with the typed out words "Gerald Ford to become 38th president at noon today\"	All the President's Men	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	1970s MOVIES		In a space oddity, this singer was "The Man Who Fell to Earth" to save his own dying planet	Bowie	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	400	0	THOSE MEDDLING KID KINGS & QUEENS		In 1547 this teen became the first crowned czar of Russia; later on, he had filicide to his name	Ivan the Terrible	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	800	0	THOSE MEDDLING KID KINGS & QUEENS		The life of child emperor Puyi & his time in this "City" in Beijing is the subject of the film "The Last Emperor\"	the Forbidden City	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1200	0	THOSE MEDDLING KID KINGS & QUEENS		An 1889 New York Times article called Alphonso XIII "the happiest living monarch"; he would go on to rule this country until 1931	Spain	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	1600	0	THOSE MEDDLING KID KINGS & QUEENS		In 1543 she was crowned queen at 9 months old at a ceremony officiated by the Archbishop of St. Andrews	Mary, Queen of Scots	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
2	2000	0	THOSE MEDDLING KID KINGS & QUEENS		Crowned at 13, King Baldwin IV of Jerusalem was known as this "King", since he had Hansen's disease	the Leper King	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
3	0	0	BROADWAY PLAYS		Rita Moreno & Sally Struthers were the first to star in the female version of this comedy, their characters becoming Olive & Florence	The Odd Couple	2024-02-14	2024 Champions Wildcard Group 2 quarterfinal game 8.
1	200	0	AROUND THE WORLD		Well-preserved sections of it run about 5,500 miles from Mount Hu near Dandong to Jiayu Pass in the Gansu province	the Great Wall of China	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	400	0	AROUND THE WORLD		To the north, Minnesota is bordered by Manitoba & this other province	Ontario	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	600	0	AROUND THE WORLD		This largest city in Uganda was originally built on 7 hills at about 4,000 feet up	Kampala	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	800	1000	AROUND THE WORLD		Once you come ashore from this gulf, you can enjoy the delights of Haiphong	the Gulf of Tonkin	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	1000	0	AROUND THE WORLD		The name of this fortress in Granada, Spain gets its name from Arabic for "the red one\"	the Alhambra	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	200	0	JACKSON		Andrew Jackson appears on the bill of this denomination	$20	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	400	0	JACKSON		Titles in the book series featuring this protagonist include "The Titan's Curse" & "The Battle of the Labyrinth\"	Percy Jackson	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	600	0	JACKSON		Economists get a taste of the outdoors at the Central Banking annual conferences in Jackson Hole in this state	Wyoming	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	800	0	JACKSON		Randy Rhoads helped create the Jackson brand of these, now owned by Fender	a guitar	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	1000	0	JACKSON		New Orleans-born Mahalia Jackson, "The Queen of" this music style, sang at JFK's inauguration	gospel	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	200	0	CHEMISTRY TEST		The process of photosynthesis converts water & carbon dioxide into organic compounds & this gas	oxygen	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	400	0	CHEMISTRY TEST		It's the branch of chemistry that studies elements & compounds containing little or no carbon, i.e. nonliving stuff	inorganic	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	600	0	CHEMISTRY TEST		It's the general term for a chemical process that converts a substance into a different one; give us your gut...	reaction	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	800	0	CHEMISTRY TEST		Mg is magnesium; Mn is this element	manganese	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	1000	0	CHEMISTRY TEST		This unit with an animal name is used to measure extremely large numbers of atoms & other tiny particles	a mole	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	200	0	POP MUSIC		She sorts her songs based on the pens used to write them: fountain, quill or glitter gel; "You Need To Calm Down" is glitter gel	Taylor Swift	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	400	0	POP MUSIC		We are rabbit fans of this performer born Benito Martinez Ocasio in Puerto Rico in 1994	Bad Bunny	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	600	0	POP MUSIC		Of course fireworks burst across the sky-y-y in her video for "Firework\"	Katy Perry	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	800	0	POP MUSIC		She's named in honor of her grandfather William; the rest of her name is Pirate Baird O'Connell	Billie Eilish	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	1000	0	POP MUSIC		This rapper, is like, totally from the San Fernando Valley	Doja Cat	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
1	200	0	SAFE MODE		If you're a rich guy in an old movie, such as "Gilda", you keep your important papers in a wall safe behind this	a painting	2024-02-15	2024 Champions Wildcard Group 2 quarterfinal game 9.
